elo_diff,h2h_home_win_rate,h2h_total_games,home_venue_win_rate,away_venue_win_rate,rolling_margin_diff,rolling_score_for_diff,rolling_score_against_diff,rolling_win_rate_diff,streak_diff,rest_diff,ladder_position_diff,venue_encoded,away_interstate,home_interstate
-204.6,0.3,10.0,0.35514018691588783,0.6694915254237288,-39.2,-24.199999999999996,15.0,-0.7000000000000001,1.0,-1.0,-1.0,13.0,0.0,0.0
-9.1,0.375,8.0,0.5735294117647058,0.0,-16.5,-5.0,11.5,-0.09999999999999998,-1.0,2.0,-3.0,23.0,1.0,0.0
-5.7,0.8181818181818182,11.0,0.6666666666666666,0.0,2.1999999999999993,-0.20000000000000284,-2.3999999999999915,-0.09999999999999998,-2.0,0.0,-1.0,19.0,1.0,1.0
10.3,0.07692307692307693,13.0,0.5,0.0,16.4,2.5,-13.899999999999999,0.09999999999999998,-1.0,2.0,-1.0,23.0,1.0,1.0
-60.5,0.5,10.0,0.5,0.5,-11.299999999999999,-9.899999999999999,1.4000000000000057,-0.3,-1.0,-3.0,-11.0,4.0,1.0,1.0
139.2,0.5833333333333334,12.0,0.625,0.625,24.3,12.700000000000003,-11.599999999999994,0.30000000000000004,9.0,1.0,2.0,9.0,1.0,1.0
51.4,0.7272727272727273,11.0,0.0,0.0,9.0,-1.7999999999999972,-10.799999999999997,-0.19999999999999998,-1.0,-1.0,-11.0,23.0,1.0,1.0
57.7,0.5,12.0,0.6666666666666666,0.5,-12.8,-1.7000000000000028,11.099999999999994,0.0,4.0,1.0,11.0,4.0,1.0,1.0
161.3,0.6,10.0,1.0,0.8,24.099999999999998,12.300000000000011,-11.799999999999997,0.4,3.0,-1.0,5.0,9.0,1.0,1.0
-123.1,0.3,10.0,0.5,0.0,-25.6,-14.700000000000003,10.900000000000006,-0.19999999999999996,-4.0,2.0,-7.0,4.0,1.0,1.0
-38.7,0.4,10.0,1.0,0.5714285714285714,15.2,9.400000000000006,-5.800000000000004,0.0,-3.0,1.0,6.0,4.0,1.0,1.0
0.7,0.4166666666666667,12.0,0.3333333333333333,0.6666666666666666,-5.800000000000001,9.0,14.799999999999997,-0.09999999999999998,2.0,1.0,3.0,17.0,1.0,1.0
44.8,0.4444444444444444,9.0,0.7142857142857143,0.0,-25.6,-14.800000000000004,10.799999999999997,-0.09999999999999998,3.0,1.0,7.0,4.0,1.0,1.0
6.1,0.7,10.0,0.5797101449275363,0.3333333333333333,-0.19999999999999996,-3.5999999999999943,-3.3999999999999915,0.09999999999999998,0.0,-3.0,-6.0,23.0,1.0,0.0
114.3,0.8888888888888888,9.0,0.6781609195402298,0.2,28.0,8.0,-20.0,0.10000000000000003,-1.0,-1.0,-8.0,19.0,1.0,0.0
168.6,0.3,10.0,0.6,0.42857142857142855,18.7,13.200000000000003,-5.499999999999993,0.30000000000000004,6.0,-1.0,6.0,4.0,1.0,1.0
-127.9,0.4,10.0,0.2857142857142857,0.4,-34.0,-17.099999999999994,16.9,-0.4,0.0,0.0,-9.0,9.0,1.0,1.0
115.4,0.7,10.0,0.0,0.3333333333333333,24.5,11.000000000000007,-13.5,0.39999999999999997,-3.0,1.0,2.0,23.0,1.0,1.0
-139.9,0.375,16.0,0.5862068965517241,0.696969696969697,-4.1,-4.8999999999999915,-0.7999999999999972,-0.10000000000000003,0.0,0.0,-2.0,17.0,0.0,0.0
-42.1,1.0,10.0,0.6666666666666666,0.0,-26.599999999999998,-13.600000000000001,13.0,-0.30000000000000004,-8.0,0.0,-8.0,0.0,1.0,0.0
-161.7,0.3333333333333333,9.0,0.39325842696629215,0.25,-22.9,-11.200000000000003,11.700000000000003,-0.19999999999999996,0.0,-1.0,2.0,4.0,1.0,0.0
-103.3,0.3076923076923077,13.0,0.5714285714285714,0.5,-33.2,-16.900000000000006,16.299999999999997,-0.30000000000000004,-5.0,0.0,-7.0,23.0,1.0,0.0
-79.8,0.3888888888888889,18.0,0.6704545454545454,0.8,-10.1,-5.200000000000003,4.900000000000006,-0.19999999999999996,-1.0,1.0,-2.0,19.0,1.0,0.0
42.2,0.75,8.0,0.5714285714285714,0.25,0.2999999999999998,-5.799999999999997,-6.099999999999994,0.0,-4.0,1.0,-5.0,9.0,1.0,1.0
110.8,1.0,8.0,0.5822784810126582,0.09090909090909091,18.400000000000002,9.099999999999994,-9.299999999999997,0.30000000000000004,1.0,1.0,5.0,0.0,1.0,0.0
-149.8,0.5555555555555556,9.0,0.6585365853658537,0.5,-21.4,-10.100000000000001,11.299999999999997,-0.5,-9.0,-3.0,-6.0,0.0,1.0,0.0
-26.7,0.5333333333333333,15.0,0.7058823529411765,0.75,-21.700000000000003,-3.200000000000003,18.5,-0.19999999999999996,1.0,-3.0,-5.0,17.0,1.0,0.0
-125.9,0.4,10.0,0.6666666666666666,0.625,-10.8,-10.900000000000006,-0.09999999999999432,-0.2,1.0,-1.0,-11.0,4.0,0.0,1.0
-155.1,0.5,12.0,0.5666666666666667,0.25,-20.5,-13.300000000000004,7.199999999999989,-0.3,0.0,-3.0,-8.0,17.0,1.0,0.0
-90.1,0.5555555555555556,9.0,0.4,0.6666666666666666,-21.7,-9.700000000000003,12.000000000000007,-0.09999999999999998,3.0,1.0,3.0,4.0,1.0,1.0
-112.5,0.2,10.0,0.5,0.5,-18.5,-13.300000000000004,5.200000000000003,-0.39999999999999997,0.0,-1.0,-12.0,9.0,1.0,1.0
-61.3,0.1111111111111111,9.0,0.6666666666666666,0.6666666666666666,-3.7,2.1000000000000085,5.800000000000011,0.0,5.0,0.0,4.0,17.0,1.0,1.0
-35.1,0.6666666666666666,9.0,0.625,0.6666666666666666,-6.8,-6.799999999999997,0.0,0.0,-1.0,0.0,-5.0,4.0,0.0,1.0
20.1,0.09090909090909091,11.0,0.6666666666666666,0.6666666666666666,1.6999999999999997,5.099999999999994,3.3999999999999986,0.0,1.0,0.0,11.0,9.0,1.0,1.0
12.5,0.4444444444444444,9.0,0.7142857142857143,0.4,-0.1999999999999993,0.5999999999999943,0.8000000000000043,0.0,3.0,1.0,-2.0,17.0,1.0,0.0
66.2,0.4166666666666667,12.0,0.375,0.75,32.1,15.5,-16.599999999999994,0.4,5.0,1.0,1.0,4.0,1.0,1.0
-207.9,0.3076923076923077,13.0,0.3888888888888889,0.5,-2.0,1.7000000000000028,3.700000000000003,-0.09999999999999998,-2.0,1.0,1.0,4.0,1.0,0.0
-178.5,0.4444444444444444,9.0,0.5483870967741935,0.6,-25.5,-10.799999999999997,14.700000000000003,-0.39999999999999997,-1.0,-1.0,-7.0,17.0,1.0,0.0
33.0,0.5,10.0,0.575,0.2857142857142857,34.1,16.400000000000006,-17.700000000000003,0.30000000000000004,2.0,-1.0,7.0,0.0,1.0,0.0
43.3,1.0,11.0,0.7142857142857143,0.7,4.699999999999999,-0.29999999999999716,-5.0,0.0,-2.0,2.0,-3.0,4.0,0.0,1.0
-59.1,0.6,10.0,0.6506024096385542,0.5,-24.1,-7.799999999999997,16.299999999999997,-0.3,-10.0,-2.0,-4.0,0.0,1.0,0.0
102.6,0.6153846153846154,13.0,0.6666666666666666,0.5,11.899999999999999,5.200000000000003,-6.699999999999996,0.09999999999999998,-2.0,0.0,8.0,9.0,1.0,1.0
113.0,0.5,10.0,1.0,0.5714285714285714,15.6,-0.09999999999999432,-15.699999999999996,0.09999999999999998,-1.0,-1.0,7.0,9.0,1.0,1.0
-143.5,0.3333333333333333,12.0,0.38461538461538464,0.42857142857142855,-15.3,-12.600000000000009,2.700000000000003,-0.19999999999999996,-5.0,-1.0,-8.0,4.0,1.0,0.0
-40.7,0.6,10.0,0.5555555555555556,0.5555555555555556,-6.4,-1.8999999999999986,4.5,0.0,-3.0,2.0,-2.0,4.0,1.0,1.0
-80.5,0.36363636363636365,11.0,0.5802469135802469,0.36363636363636365,0.3000000000000007,-3.5,-3.799999999999997,0.10000000000000009,0.0,1.0,3.0,0.0,1.0,0.0
71.1,0.46153846153846156,13.0,0.42857142857142855,0.16666666666666666,15.6,12.400000000000006,-3.1999999999999957,0.19999999999999996,1.0,-1.0,6.0,9.0,1.0,0.0
-8.3,0.1,10.0,0.5555555555555556,0.0,7.6,2.6999999999999957,-4.899999999999999,0.10000000000000003,2.0,0.0,3.0,0.0,1.0,1.0
178.5,0.75,8.0,0.7222222222222222,0.5,14.0,0.0,-14.0,0.19999999999999996,6.0,-1.0,7.0,17.0,1.0,0.0
-87.2,0.09090909090909091,11.0,0.5625,0.75,-8.299999999999999,-11.0,-2.6999999999999886,-0.2,0.0,-2.0,-1.0,17.0,1.0,0.0
-67.7,0.14285714285714285,7.0,0.75,0.7142857142857143,1.1999999999999993,4.3999999999999915,3.1999999999999957,0.09999999999999998,3.0,-1.0,2.0,9.0,1.0,1.0
-215.7,0.5,8.0,0.6428571428571429,0.2857142857142857,-42.7,-14.100000000000001,28.6,-0.5,-14.0,1.0,-10.0,0.0,1.0,0.0
-154.7,0.6111111111111112,18.0,0.5,0.0,-17.8,-10.799999999999997,7.000000000000007,-0.3,-5.0,1.0,-9.0,17.0,1.0,1.0
-8.6,0.8,10.0,0.6,1.0,2.799999999999997,0.5,-2.299999999999997,-0.10000000000000009,-1.0,-2.0,-2.0,4.0,1.0,1.0
-165.7,0.6923076923076923,13.0,0.4444444444444444,0.6363636363636364,-29.9,-16.199999999999996,13.699999999999996,-0.6000000000000001,-3.0,-1.0,-14.0,4.0,0.0,1.0
-120.8,0.3333333333333333,12.0,0.42857142857142855,1.0,-3.1000000000000005,3.1999999999999957,6.300000000000004,-0.09999999999999998,0.0,2.0,-2.0,9.0,1.0,1.0
28.8,0.6666666666666666,9.0,0.5757575757575758,0.4,-3.0999999999999996,-14.799999999999997,-11.699999999999996,0.0,4.0,-1.0,-1.0,17.0,1.0,0.0
119.2,0.35714285714285715,14.0,0.7297297297297297,0.6,19.700000000000003,10.699999999999996,-9.0,0.29999999999999993,7.0,1.0,10.0,17.0,1.0,0.0
153.8,0.4,10.0,0.3333333333333333,0.6666666666666666,36.699999999999996,20.099999999999994,-16.6,0.5,11.0,3.0,7.0,4.0,1.0,1.0
-27.6,0.6,10.0,0.6,1.0,20.4,14.799999999999997,-5.599999999999994,0.19999999999999996,1.0,-3.0,7.0,9.0,1.0,1.0
293.4,0.75,8.0,1.0,0.2,9.8,6.799999999999997,-3.0,0.19999999999999996,2.0,-2.0,6.0,9.0,0.0,1.0
-97.9,0.45454545454545453,11.0,0.6666666666666666,0.5,4.1000000000000005,1.5,-2.6000000000000014,-0.09999999999999998,-5.0,-2.0,-2.0,15.0,1.0,1.0
32.6,0.5833333333333334,12.0,0.42857142857142855,0.5,-6.5,-0.20000000000000284,6.299999999999997,0.0,-2.0,-1.0,-4.0,4.0,1.0,1.0
94.7,0.36363636363636365,11.0,0.5853658536585366,0.6,21.4,11.700000000000003,-9.699999999999996,0.39999999999999997,1.0,2.0,15.0,0.0,1.0,0.0
-138.0,0.21428571428571427,14.0,0.563961038961039,0.5,-20.2,-9.099999999999994,11.099999999999994,-0.09999999999999998,-4.0,1.0,-6.0,15.0,1.0,1.0
-27.5,0.4,10.0,0.5588235294117647,0.6666666666666666,4.5,-4.0,-8.5,0.10000000000000003,-2.0,-2.0,1.0,17.0,1.0,0.0
-265.3,0.38461538461538464,13.0,0.6352941176470588,0.5454545454545454,-58.8,-27.1,31.699999999999996,-0.7,-18.0,-2.0,-15.0,0.0,1.0,0.0
96.1,0.375,8.0,0.43434343434343436,0.6666666666666666,6.9,0.20000000000000284,-6.699999999999996,0.10000000000000009,1.0,1.0,3.0,9.0,1.0,0.0
57.8,0.7272727272727273,11.0,0.7368421052631579,0.0,14.8,11.100000000000009,-3.700000000000003,0.19999999999999996,8.0,-3.0,7.0,17.0,1.0,0.0
132.8,0.5555555555555556,9.0,0.875,0.4444444444444444,14.100000000000001,1.1000000000000014,-13.000000000000007,0.4,2.0,0.0,8.0,9.0,1.0,1.0
13.3,0.5,8.0,0.75,0.3333333333333333,-1.5,-1.2000000000000028,0.30000000000000426,-0.10000000000000009,-6.0,1.0,-1.0,4.0,1.0,1.0
-21.1,0.7,10.0,0.5454545454545454,0.5714285714285714,1.200000000000001,-1.6000000000000014,-2.8000000000000114,-0.10000000000000003,1.0,0.0,-2.0,0.0,1.0,1.0
-84.0,0.18181818181818182,11.0,0.5,0.6666666666666666,-16.9,0.7999999999999972,17.699999999999996,-0.20000000000000007,-2.0,1.0,-5.0,4.0,1.0,1.0
150.1,0.4,10.0,0.5903614457831325,0.7142857142857143,17.3,16.5,-0.7999999999999972,0.39999999999999997,2.0,0.0,14.0,0.0,1.0,0.0
-106.2,0.5555555555555556,9.0,0.5714285714285714,0.0,1.3000000000000003,-8.400000000000006,-9.699999999999996,0.0,3.0,1.0,-2.0,17.0,1.0,0.0
-35.5,0.21428571428571427,14.0,0.2857142857142857,1.0,-1.0,-3.9000000000000057,-2.8999999999999986,-0.19999999999999996,0.0,1.0,-4.0,24.0,1.0,1.0
-118.3,0.2857142857142857,14.0,0.3333333333333333,0.8888888888888888,5.9,7.900000000000006,2.0,0.09999999999999998,1.0,3.0,-3.0,9.0,1.0,1.0
-86.3,0.45454545454545453,11.0,0.3804347826086957,0.4,13.5,4.400000000000006,-9.099999999999994,0.19999999999999998,-1.0,3.0,3.0,4.0,1.0,0.0
125.4,0.9090909090909091,11.0,0.5,0.627906976744186,19.0,9.0,-10.0,0.2,12.0,-4.0,3.0,0.0,0.0,1.0
114.2,0.5,10.0,0.6666666666666666,0.75,27.200000000000003,14.799999999999997,-12.400000000000006,0.4,-2.0,0.0,7.0,9.0,1.0,1.0
230.6,0.5,12.0,0.7777777777777778,0.5555555555555556,23.0,21.799999999999997,-1.2000000000000028,0.30000000000000004,4.0,2.0,9.0,4.0,1.0,1.0
-49.8,0.8888888888888888,9.0,0.563961038961039,0.5,-29.0,-23.9,5.100000000000001,-0.39999999999999997,-3.0,0.0,-8.0,5.0,1.0,1.0
128.0,0.6666666666666666,9.0,0.6,0.5714285714285714,2.7,1.8999999999999986,-0.8000000000000043,0.09999999999999998,2.0,1.0,2.0,4.0,1.0,1.0
41.5,0.1111111111111111,9.0,0.44,0.9,12.8,13.499999999999993,0.7000000000000028,0.20000000000000007,1.0,7.0,3.0,9.0,1.0,0.0
-207.1,0.3333333333333333,9.0,0.36363636363636365,0.9,-25.4,-12.5,12.899999999999991,-0.6,-7.0,-1.0,-16.0,4.0,1.0,1.0
45.2,0.2222222222222222,9.0,0.5,0.5,28.599999999999998,15.100000000000001,-13.5,0.5,3.0,3.0,10.0,4.0,1.0,1.0
123.3,0.7777777777777778,9.0,0.75,0.6,37.900000000000006,16.799999999999997,-21.1,0.4,6.0,4.0,9.0,9.0,1.0,1.0
-121.2,0.3076923076923077,13.0,0.4444444444444444,0.2857142857142857,-18.6,-2.799999999999997,15.800000000000004,-0.4,-2.0,4.0,-5.0,4.0,1.0,1.0
33.0,0.2727272727272727,11.0,0.0,0.5,16.9,22.400000000000006,5.5,0.09999999999999998,1.0,-1.0,4.0,5.0,1.0,1.0
-221.7,0.75,12.0,0.632183908045977,0.4,-30.6,-11.100000000000001,19.500000000000007,-0.5,-1.0,2.0,-10.0,0.0,1.0,0.0
-22.7,0.16666666666666666,12.0,0.5,0.8,11.3,10.099999999999994,-1.2000000000000028,0.10000000000000003,-3.0,0.0,4.0,4.0,1.0,1.0
285.8,0.6875,16.0,0.44554455445544555,0.18181818181818182,12.6,6.899999999999999,-5.700000000000003,0.5,3.0,-5.0,11.0,9.0,0.0,0.0
-117.4,0.09090909090909091,11.0,0.5714285714285714,0.7,-10.2,-1.2999999999999972,8.899999999999999,-0.20000000000000007,2.0,0.0,-1.0,9.0,1.0,1.0
-42.0,0.6363636363636364,11.0,0.7142857142857143,0.8,8.7,6.400000000000006,-2.3000000000000043,0.0,2.0,-4.0,2.0,4.0,1.0,1.0
105.2,0.5,12.0,0.75,0.5,-10.5,-7.899999999999999,2.6000000000000014,0.0,1.0,-1.0,2.0,9.0,1.0,1.0
-61.6,0.4,10.0,0.3333333333333333,0.5,-17.400000000000002,5.0,22.400000000000006,-0.4,-7.0,2.0,-5.0,4.0,1.0,1.0
120.4,0.3,10.0,0.5952380952380952,0.625,29.2,12.100000000000001,-17.1,0.5,5.0,1.0,12.0,0.0,1.0,0.0
-112.0,0.7777777777777778,9.0,0.46153846153846156,0.25,-16.7,-11.800000000000004,4.900000000000006,-0.4,-7.0,0.0,-6.0,0.0,1.0,1.0
-205.2,0.875,8.0,1.0,0.5,-19.4,-16.199999999999996,3.200000000000003,-0.5,-6.0,1.0,-13.0,5.0,0.0,1.0
65.0,0.3333333333333333,9.0,0.5555555555555556,0.6,25.3,7.399999999999999,-17.900000000000006,0.3,-1.0,0.0,7.0,4.0,1.0,1.0
221.4,0.75,8.0,0.8181818181818182,0.16666666666666666,9.200000000000001,-1.7999999999999972,-11.0,0.39999999999999997,0.0,5.0,6.0,9.0,0.0,1.0
-250.9,0.2727272727272727,11.0,0.3076923076923077,0.25,-44.8,-21.0,23.800000000000004,-0.7000000000000001,-8.0,-2.0,-12.0,4.0,1.0,1.0
-45.3,0.4444444444444444,9.0,0.5,0.6666666666666666,8.0,7.500000000000007,-0.5,0.09999999999999998,1.0,2.0,3.0,9.0,1.0,1.0
10.7,0.5,8.0,0.5,0.4,-32.2,-13.0,19.199999999999996,-0.3,-4.0,0.0,-4.0,4.0,1.0,1.0
-290.1,0.6,10.0,0.6363636363636364,0.3333333333333333,-40.8,-15.399999999999999,25.39999999999999,-0.5,-2.0,-2.0,-13.0,0.0,1.0,0.0
220.3,0.5454545454545454,11.0,0.45098039215686275,0.3,21.4,14.200000000000003,-7.199999999999996,0.5,7.0,0.0,10.0,9.0,1.0,0.0
-192.7,0.4666666666666667,15.0,0.6666666666666666,0.625,-35.1,-19.6,15.5,-0.39999999999999997,-1.0,-2.0,-11.0,4.0,1.0,1.0
76.7,0.8,10.0,0.42857142857142855,0.0,-10.0,0.5,10.5,-0.1,-5.0,1.0,-2.0,0.0,1.0,1.0
-84.7,0.8,10.0,1.0,1.0,-7.5,-21.300000000000004,-13.799999999999997,-0.09999999999999998,0.0,1.0,-2.0,5.0,1.0,1.0
-48.6,0.4,10.0,0.8333333333333334,0.5714285714285714,-13.2,-12.199999999999996,1.0,-0.20000000000000007,-3.0,-2.0,-6.0,9.0,1.0,1.0
6.6,0.18181818181818182,11.0,0.6,0.5833333333333334,-12.6,-6.599999999999994,6.0,0.0,4.0,-1.0,2.0,0.0,1.0,0.0
-40.7,0.0,12.0,0.4563106796116505,1.0,-5.100000000000001,-3.299999999999997,1.7999999999999972,0.09999999999999998,1.0,0.0,2.0,9.0,1.0,0.0
-54.8,0.5,12.0,0.5555555555555556,0.14285714285714285,3.9000000000000004,-0.20000000000000284,-4.100000000000001,0.0,-2.0,1.0,1.0,9.0,1.0,1.0
73.5,0.5625,16.0,0.7435897435897436,0.5,20.6,14.600000000000001,-6.0,0.30000000000000004,3.0,2.0,3.0,17.0,1.0,0.0
154.0,0.7692307692307693,13.0,0.8181818181818182,0.5555555555555556,12.100000000000001,4.5,-7.600000000000001,0.20000000000000007,-3.0,1.0,2.0,4.0,1.0,1.0
34.5,0.38461538461538464,13.0,0.7777777777777778,0.7692307692307693,19.4,16.0,-3.4000000000000057,0.09999999999999998,-2.0,2.0,3.0,9.0,1.0,1.0
-36.5,0.4166666666666667,12.0,0.6046511627906976,0.38461538461538464,-1.4000000000000021,-1.2999999999999972,0.10000000000000142,0.09999999999999998,5.0,7.0,3.0,0.0,1.0,0.0
45.7,0.16666666666666666,12.0,0.46153846153846156,0.8,-12.299999999999997,-8.0,4.299999999999997,0.09999999999999998,7.0,7.0,2.0,9.0,1.0,0.0
56.3,0.4166666666666667,12.0,0.875,0.8181818181818182,-13.8,-9.700000000000003,4.099999999999994,0.0,0.0,1.0,-1.0,9.0,1.0,1.0
220.7,0.7333333333333333,15.0,0.6722689075630253,0.35714285714285715,28.0,13.200000000000003,-14.799999999999997,0.5,5.0,0.0,1.0,13.0,0.0,0.0
16.6,0.5454545454545454,11.0,0.5396825396825397,0.6111111111111112,-9.899999999999999,-13.0,-3.1000000000000014,0.09999999999999998,0.0,0.0,1.0,13.0,0.0,0.0
27.4,0.36363636363636365,11.0,0.47435897435897434,0.7142857142857143,-16.1,-12.299999999999997,3.799999999999997,0.0,-5.0,0.0,1.0,6.0,0.0,0.0
-177.2,0.35714285714285715,14.0,0.6292134831460674,0.5384615384615384,-41.900000000000006,-18.799999999999997,23.1,-0.39999999999999997,0.0,0.0,1.0,0.0,1.0,0.0
25.6,0.25,12.0,0.35185185185185186,0.5555555555555556,7.1000000000000005,15.900000000000006,8.799999999999997,0.09999999999999998,3.0,0.0,1.0,13.0,1.0,0.0
176.2,0.2222222222222222,9.0,0.45714285714285713,0.5,15.600000000000001,12.800000000000004,-2.8000000000000043,0.5,2.0,0.0,1.0,9.0,1.0,0.0
216.2,0.8,10.0,0.725,0.0,20.2,10.100000000000009,-10.100000000000001,0.49999999999999994,2.0,0.0,1.0,17.0,1.0,0.0
-200.4,0.3,10.0,0.5544554455445545,0.34782608695652173,-35.9,-14.200000000000003,21.699999999999996,-0.7000000000000001,-7.0,0.0,1.0,6.0,1.0,0.0
0.0,0.5,10.0,0.5774647887323944,0.0,-3.0999999999999996,-5.899999999999999,-2.8000000000000043,0.0,-2.0,0.0,1.0,23.0,1.0,0.0
-97.6,0.26666666666666666,15.0,0.352112676056338,0.5354330708661418,-3.8999999999999995,-0.20000000000000284,3.6999999999999957,-0.2,-1.0,1.0,-1.0,13.0,0.0,0.0
-17.3,0.8461538461538461,13.0,0.8428571428571429,0.16666666666666666,6.1000000000000005,2.5,-3.6000000000000014,-0.20000000000000007,0.0,0.0,2.0,12.0,1.0,0.0
18.2,0.6363636363636364,11.0,0.6741573033707865,0.6,12.9,0.29999999999999716,-12.600000000000009,-0.10000000000000003,0.0,0.0,3.0,19.0,1.0,0.0
155.0,0.36363636363636365,11.0,0.5977011494252874,0.5555555555555556,41.0,17.799999999999997,-23.200000000000003,0.7000000000000001,6.0,-1.0,10.0,0.0,1.0,0.0
23.1,0.7333333333333333,15.0,0.47115384615384615,0.375,-14.8,-7.700000000000003,7.100000000000001,-0.19999999999999996,-2.0,-1.0,-3.0,6.0,0.0,0.0
-32.8,0.5,12.0,0.3870967741935484,0.2857142857142857,11.3,0.6999999999999957,-10.600000000000009,0.0,5.0,0.0,1.0,4.0,1.0,0.0
-46.4,0.5,10.0,0.5555555555555556,0.2,6.9,-3.700000000000003,-10.600000000000001,0.09999999999999998,2.0,1.0,-4.0,17.0,1.0,0.0
-43.9,0.35714285714285715,14.0,0.5309734513274337,0.52,1.200000000000001,4.3999999999999915,3.200000000000003,-0.09999999999999998,0.0,2.0,-1.0,6.0,1.0,0.0
-206.1,0.36363636363636365,11.0,0.6764705882352942,0.675,-29.0,-6.400000000000006,22.60000000000001,-0.6000000000000001,-2.0,-2.0,-4.0,13.0,0.0,0.0
-33.1,0.8,10.0,0.6,0.3333333333333333,-11.399999999999999,-7.400000000000006,3.999999999999993,-0.19999999999999996,4.0,1.0,5.0,6.0,1.0,0.0
-189.3,0.5,14.0,0.5490196078431373,0.5350877192982456,-54.8,-33.39999999999999,21.400000000000006,-0.7,-12.0,1.0,-13.0,6.0,0.0,0.0
51.1,0.9166666666666666,12.0,0.6333333333333333,0.0,-5.699999999999999,4.299999999999997,10.0,0.2,-2.0,0.0,-6.0,0.0,1.0,0.0
197.2,0.6363636363636364,11.0,0.6776859504132231,0.56,21.400000000000002,8.0,-13.399999999999999,0.5,3.0,-1.0,1.0,13.0,1.0,0.0
-45.4,0.5833333333333334,12.0,0.7317073170731707,0.25,-11.7,-4.900000000000006,6.799999999999997,-0.20000000000000007,-3.0,-1.0,-4.0,17.0,1.0,0.0
-64.1,0.36363636363636365,11.0,0.46835443037974683,0.4666666666666667,-28.3,-9.5,18.800000000000004,-0.4,-5.0,0.0,-6.0,6.0,0.0,0.0
-44.8,0.4,10.0,0.34328358208955223,0.4782608695652174,-12.7,2.5,15.199999999999996,-0.2,-5.0,3.0,-6.0,6.0,1.0,0.0
-44.1,0.46153846153846156,13.0,0.56,0.3333333333333333,-22.7,-13.599999999999994,9.100000000000001,-0.39999999999999997,-9.0,-1.0,-14.0,14.0,1.0,1.0
137.5,0.5789473684210527,19.0,0.5454545454545454,0.6699029126213593,24.299999999999997,11.299999999999997,-13.000000000000007,0.39999999999999997,2.0,2.0,3.0,13.0,0.0,0.0
38.1,0.75,12.0,0.6777777777777778,0.125,23.200000000000003,7.299999999999997,-15.899999999999991,0.3,2.0,0.0,8.0,19.0,1.0,0.0
-50.3,0.38461538461538464,13.0,0.6022727272727273,0.42857142857142855,5.799999999999999,5.800000000000011,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
-16.2,0.5,14.0,0.6,0.0,24.2,16.19999999999999,-7.999999999999993,0.10000000000000009,2.0,-1.0,11.0,7.0,1.0,0.0
-101.1,0.08333333333333333,12.0,0.46226415094339623,0.5,-14.899999999999999,-5.0,9.900000000000006,-0.19999999999999996,-3.0,0.0,-11.0,6.0,1.0,0.0
-74.6,0.4166666666666667,12.0,0.39361702127659576,0.5,-6.4,-2.3999999999999986,4.0,-0.2,-2.0,2.0,3.0,4.0,1.0,0.0
65.4,0.5454545454545454,11.0,0.5390625,0.2,13.700000000000001,5.699999999999996,-8.000000000000007,0.3,5.0,3.0,4.0,13.0,1.0,0.0
3.9,0.16666666666666666,12.0,0.5675675675675675,0.5,9.9,-7.799999999999997,-17.700000000000003,0.2,1.0,1.0,-2.0,17.0,1.0,0.0
-75.0,0.46153846153846156,13.0,0.5436893203883495,0.6,-40.4,-25.800000000000004,14.600000000000009,-0.5,-12.0,0.0,-9.0,6.0,1.0,0.0
-67.3,0.18181818181818182,11.0,0.3577981651376147,0.5535714285714286,-0.6999999999999993,-2.0,-1.3000000000000043,0.09999999999999998,3.0,1.0,6.0,13.0,0.0,0.0
-121.8,0.21428571428571427,14.0,0.4672897196261682,0.56,-17.5,-2.1000000000000085,15.399999999999991,-0.19999999999999996,3.0,-1.0,-3.0,6.0,0.0,0.0
62.2,0.5294117647058824,17.0,0.7380952380952381,0.5714285714285714,12.1,10.5,-1.6000000000000085,0.09999999999999998,1.0,0.0,7.0,17.0,1.0,0.0
123.2,0.4,10.0,0.4528301886792453,0.5,15.600000000000001,0.09999999999999432,-15.5,0.39999999999999997,0.0,-2.0,-3.0,9.0,1.0,0.0
238.2,0.7,10.0,0.5391304347826087,0.25,34.8,21.699999999999996,-13.100000000000001,0.6000000000000001,6.0,0.0,12.0,6.0,1.0,0.0
35.2,0.631578947368421,19.0,0.6813186813186813,0.375,11.0,10.399999999999999,-0.5999999999999943,0.2,3.0,2.0,12.0,19.0,0.0,0.0
-167.0,0.36363636363636365,11.0,0.3472222222222222,0.5,-22.7,-11.0,11.699999999999996,-0.4,1.0,-1.0,-3.0,13.0,1.0,0.0
227.0,0.6428571428571429,14.0,0.8450704225352113,0.25,49.9,23.799999999999997,-26.099999999999994,0.5,11.0,0.0,7.0,12.0,0.0,0.0
-8.1,0.5384615384615384,13.0,0.6373626373626373,0.1111111111111111,-2.9000000000000004,10.599999999999994,13.500000000000007,0.09999999999999998,1.0,0.0,3.0,0.0,1.0,0.0
-125.0,0.6363636363636364,11.0,0.6634615384615384,0.36363636363636365,-17.1,-1.0999999999999943,16.0,-0.49999999999999994,-9.0,0.0,-15.0,13.0,0.0,0.0
-97.9,0.46153846153846156,13.0,0.5384615384615384,0.6,-34.9,-19.799999999999997,15.099999999999994,-0.4,-3.0,0.0,-11.0,14.0,1.0,1.0
